"Iteracja","Best Result","Worst Result","Average Cost"
"1","6991.4556","7360.564","7174.444089084202"
"2","6987.4346","7349.963","7140.49739312066"
"3","6912.3887","7314.3296","7091.934167480469"
"4","6887.8223","7296.2007","7044.1939453125"
"5","6887.8223","7272.662","7015.471987575955"
"6","6857.078","7152.97","6992.485921223958"
"7","6797.7593","7193.464","6961.184286838107"
"8","6788.12","7118.797","6923.369581434462"
"9","6764.2324","7057.956","6888.008943684896"
"10","6759.002","7349.484","6866.267930772569"
"11","6742.491","7146.0493","6845.322996690538"
"12","6722.8174","7208.685","6823.490866427951"
"13","6700.9443","7092.5034","6799.98486735026"
"14","6693.9653","7267.6807","6778.631492784289"
"15","6669.007","7161.948","6762.049925401476"
"16","6658.7563","7177.406","6744.210807291666"
"17","6624.0586","7122.5693","6727.770227050782"
"18","6608.4443","7262.551","6718.020387098524"
"19","6608.4443","7046.3735","6699.346614583334"
"20","6608.4443","7065.3633","6683.194863552518"
"21","6608.4443","7047.805","6670.097909884983"
"22","6585.3003","7073.314","6650.754268391927"
"23","6579.375","6999.6777","6641.540110948351"
"24","6572.0205","7245.24","6632.390444607205"
"25","6565.897","7206.6953","6616.454941134983"
"26","6551.8257","7077.0376","6607.7152099609375"
"27","6551.5244","7008.2656","6599.04462890625"
"28","6538.8774","6917.5405","6589.820217556424"
"29","6527.0435","6982.434","6576.208528645833"
"30","6527.0435","7033.171","6569.298498535156"
"31","6524.405","6904.606","6559.370694986979"
"32","6499.167","6985.245","6553.397054036458"
"33","6492.51","7052.725","6538.50950656467"
"34","6482.7437","6760.701","6525.251306152344"
"35","6461.4546","7069.597","6517.686337619358"
"36","6454.5796","6862.754","6505.591309950087"
"37","6438.5176","6821.7812","6493.315161132812"
"38","6438.5176","6983.6455","6484.378081597222"
"39","6418.896","7037.13","6479.216219075521"
"40","6417.14","6964.922","6471.1224080403645"
"41","6405.5776","6913.5864","6459.17874484592"
"42","6405.5776","7052.4883","6447.710016547309"
"43","6405.5776","6708.632","6439.296275499132"
"44","6405.5776","7094.449","6431.310952419705"
"45","6405.477","6683.593","6424.646652560764"
"46","6403.0815","7185.0874","6423.700766330295"
"47","6399.161","6844.968","6417.157957628038"
"48","6399.161","7003.1533","6425.422451443143"
"49","6396.5566","7017.615","6421.1853963216145"
"50","6386.0015","6975.98","6410.584958224827"
"51","6386.0015","6995.0073","6410.423173014323"
"52","6380.5483","6880.2847","6409.556890190972"
"53","6374.9316","6877.335","6402.586665852865"
"54","6374.9316","7083.2607","6394.099273003472"
"55","6372.828","6970.1846","6392.299590386285"
"56","6372.766","6922.368","6389.072593858507"
"57","6366.8936","6711.4263","6385.836372884115"
"58","6366.8936","7130.3545","6384.868849012587"
"59","6364.728","6990.144","6380.120285373264"
"60","6364.728","7007.173","6376.910997178819"
"61","6362.3687","7009.6406","6376.623333062066"
"62","6358.051","7042.18","6372.885803222656"
"63","6358.051","7042.1245","6370.457486979167"
"64","6353.487","7030.023","6373.430426703559"
"65","6351.3213","6925.247","6367.478070746528"
"66","6348.962","6989.3325","6366.293764919705"
"67","6347.5063","6874.21","6363.529813639323"
"68","6347.5063","6703.3237","6359.720781792535"
"69","6347.5063","7088.495","6357.273600260417"
"70","6345.403","6498.747","6351.926721191407"
"71","6338.189","6936.049","6355.410312228732"
